"","Var1","Freq"
"1471","Int. J. Biol. Markers",3
"1472","Int. J. Cancer",21
"1473","Int. J. Cardiol.",14
"1474","Int. J. Clin. Oncol.",9
"1475","Int. J. Clin. Pract.",3
"1476","Int. J. Dermatol.",3
"1477","Int. J. Gynecol. Cancer",3
"1478","Int. J. Hematol.",3
"1479","Int. J. Immunogenet.",5
"1480","Int. J. Impot. Res.",1
"1481","Int. J. Legal Med.",2
"1482","Int. J. Mol. Med.",11
"1483","Int. J. Neuropsychopharmacol.",25
"1484","Int. J. Neurosci.",2
"1485","Int. J. Oncol.",7
"1486","Int. J. Pediatr. Otorhinolaryngol.",2
"1487","Int. J. Radiat. Biol.",1
"1488","Int. J. Radiat. Oncol. Biol. Phys.",1
"1489","Int. J. Toxicol.",3
"1490","Int. J. Tuberc. Lung Dis.",4
"1491","Int. Rev. Immunol.",1
"1492","Int. Rev. Neurobiol.",6
"1493","Int. Symp. Princess Takamatsu Cancer Res. Fund",1
"1494","Interact Cardiovasc Thorac Surg",2
"1495","Interact J Med Res",1
"1496","Interdiscip Sci",4
"1497","Interface Focus",1
"1498","Intern Emerg Med",3
"1499","Intern Med J",6
"1500","Internist (Berl)",9
"1501","Interv Cardiol Clin",2
"1502","Intervirology",1
"1503","Invest Clin",1
"1504","Invest New Drugs",11
"1505","Invest. Ophthalmol. Vis. Sci.",3
"1506","Ir J Med Sci",1
"1507","Iran J Basic Med Sci",1
"1508","Iran J Parasitol",2
"1509","Iran J Pharm Res",1
"1510","Iran. Biomed. J.",1
"1511","Isr. Med. Assoc. J.",3
"1512","ISRN Neurol",1
"1513","ISRN Pharm",1
"1514","ISRN Pharmacol",1
"1515","Issues Emerg Health Technol",2
"1516","Ital Heart J",2
"1517","Ital Heart J Suppl",1
"1518","IUBMB Life",2
"1519","J Addict Dis",1
"1520","J Addict Nurs",1
"1521","J Adolesc Young Adult Oncol",1
"1522","J Adv Nurs",1
"1523","J Adv Pharm Technol Res",1
"1524","J Affect Disord",13
"1525","J AHIMA",1
"1526","J Alcohol Drug Depend",1
"1527","J Allergy Clin Immunol Pract",6
"1528","J Altern Complement Med",1
"1529","J Am Acad Child Adolesc Psychiatry",6
"1530","J Am Acad Nurse Pract",3
"1531","J Am Acad Orthop Surg",1
"1532","J Am Assoc Nurse Pract",2
"1533","J Am Board Fam Med",1
"1534","J Am Dent Assoc",1
"1535","J Am Heart Assoc",15
"1536","J Am Med Dir Assoc",4
"1537","J Am Med Inform Assoc",18
"1538","J Am Osteopath Assoc",1
"1539","J Am Pharm Assoc (2003)",12
"1540","J Am Pharm Assoc (Wash)",6
"1541","J Am Psychiatr Nurses Assoc",1
"1542","J Amino Acids",1
"1543","J Anaesthesiol Clin Pharmacol",1
"1544","J Anal Toxicol",6
"1545","J Appl Toxicol",1
"1546","J Assoc Physicians India",6
"1547","J Asthma",4
"1548","J Ayub Med Coll Abbottabad",1
"1549","J Ayurveda Integr Med",1
"1550","J Bioinform Comput Biol",1
"1551","J Biolaw Bus",3
"1552","J Biomed Inform",17
"1553","J Biomed Opt",1
"1554","J Biomed Semantics",5
"1555","J Biomol Screen",1
"1556","J Biomol Tech",2
"1557","J Biopharm Stat",16
"1558","J Bone Joint Surg Am",1
"1559","J Bone Oncol",1
"1560","J Bras Pneumol",1
"1561","J Breast Cancer",1
"1562","J Breath Res",1
"1563","J BUON",8
"1564","J Calif Dent Assoc",1
"1565","J Can Acad Child Adolesc Psychiatry",2
"1566","J Cancer",2
"1567","J Cancer Res Ther (Manch)",1
"1568","J Cancer Ther",1
"1569","J Carcinog",2
"1570","J Cardiol",1
"1571","J Cardiovasc Dis Res",1
"1572","J Cardiovasc Med (Hagerstown)",1
"1573","J Cardiovasc Transl Res",9
"1574","J Chem Inf Model",2
"1575","J Cheminform",1
"1576","J Chemother",11
"1577","J Child Adolesc Psychiatr Nurs",3
"1578","J Child Adolesc Psychopharmacol",13
"1579","J Chromatogr A",5
"1580","J Chromatogr Sci",1
"1581","J Clin Anesth",1
"1582","J Clin Bioinforma",1
"1583","J Clin Epidemiol",6
"1584","J Clin Exp Hepatol",1
"1585","J Clin Hypertens (Greenwich)",3
"1586","J Clin Lipidol",5
"1587","J Clin Med",1
"1588","J Clin Med Res",1
"1589","J Clin Neurosci",3
"1590","J Clin Nurs",1
"1591","J Clin Orthod",1
"1592","J Clin Pharm Ther",62
"1593","J Clin Pharmacol",102
"1594","J Clin Psychiatry",33
"1595","J Clin Psychopharmacol",37
"1596","J Community Genet",3
"1597","J Community Health",2
"1598","J Community Med Health Educ",1
"1599","J Comp Eff Res",2
"1600","J Complement Integr Med",1
"1601","J Contemp Health Law Policy",2
"1602","J Contin Educ Health Prof",1
"1603","J Contin Educ Nurs",1
"1604","J Control Release",11
"1605","J Craniomaxillofac Surg",1
"1606","J Crit Care",1
"1607","J Crohns Colitis",3
"1608","J Dent Educ",1
"1609","J Dermatolog Treat",3
"1610","J Diabetes",3
"1611","J Diabetes Investig",1
"1612","J Diabetes Metab Disord",1
"1613","J Diabetes Res",2
"1614","J Diabetes Sci Technol",5
"1615","J Drug Target",2
"1616","J Dtsch Dermatol Ges",3
"1617","J Egypt Natl Canc Inst",2
"1618","J Empir Res Hum Res Ethics",1
"1619","J Endocr Soc",2
"1620","J Epidemiol",3
"1621","J Epidemiol Community Health",1
"1622","J Ethnopharmacol",14
"1623","J Eur Acad Dermatol Venereol",3
"1624","J Eval Clin Pract",4
"1625","J Exp Pharmacol",1
"1626","J Fam Pract",2
"1627","J Food Drug Anal",4
"1628","J Forensic Leg Med",3
"1629","J Gastrointest Oncol",1
"1630","J Gastrointestin Liver Dis",2
"1631","J Gen Intern Med",6
"1632","J Gend Specif Med",3
"1633","J Gene Med",2
"1634","J Genet Couns",3
"1635","J Genet Syndr Gene Ther",1
"1636","J Geriatr Psychiatry Neurol",1
"1637","J Ginseng Res",2
"1638","J Glob Antimicrob Resist",1
"1639","J Gynecol Oncol",1
"1640","J Headache Pain",7
"1641","J Health Commun",1
"1642","J Health Life Sci Law",2
"1643","J Health Serv Res Policy",2
"1644","J Hematol Oncol",1
"1645","J Hist Med Allied Sci",1
"1646","J HIV Ther",2
"1647","J Hum Hypertens",4
"1648","J Immunol Res",2
"1649","J Infus Nurs",1
"1650","J Integr Bioinform",1
"1651","J Interv Card Electrophysiol",1
"1652","J Investig Allergol Clin Immunol",3
"1653","J Investig Med High Impact Case Rep",1
"1654","J Laryngol Otol",1
"1655","J Law Biosci",1
"1656","J Law Med",4
"1657","J Law Med Ethics",7
"1658","J Leg Med",2
"1659","J Low Genit Tract Dis",1
"1660","J Magn Reson Imaging",1
"1661","J Manag Care Pharm",5
"1662","J Manag Care Spec Pharm",2
"1663","J Mass Spectrom",1
"1664","J Med Assoc Ga",1
"1665","J Med Assoc Thai",2
"1666","J Med Biochem",5
"1667","J Med Econ",3
"1668","J Med Ethics",2
"1669","J Med Liban",1
"1670","J Med Libr Assoc",2
"1671","J Med Life",1
"1672","J Med Syst",4
"1673","J Med Toxicol",1
"1674","J Ment Health",1
"1675","J Microbiol Immunol Infect",2
"1676","J Microencapsul",1
"1677","J Midwifery Womens Health",3
"1678","J Mol Diagn",13
"1679","J Mol Model",1
"1680","J Musculoskelet Neuronal Interact",1
"1681","J Nanosci Nanotechnol",1
"1682","J Nat Sci",1
"1683","J Natl Compr Canc Netw",2
"1684","J Natl Med Assoc",3
"1685","J Neural Transm (Vienna)",16
"1686","J Neuroinflammation",1
"1687","J Neuropsychiatry Clin Neurosci",2
"1688","J Nucleic Acids",1
"1689","J Nurs Scholarsh",2
"1690","J Nutrigenet Nutrigenomics",1
"1691","J Obstet Gynaecol",1
"1692","J Oncol",1
"1693","J Oncol Pharm Pract",6
"1694","J Oncol Pract",2
"1695","J Ophthalmol",1
"1696","J Opioid Manag",3
"1697","J Paediatr Child Health",2
"1698","J Pain Palliat Care Pharmacother",5
"1699","J Pain Res",5
"1700","J Pain Symptom Manage",5
"1701","J Pak Med Assoc",1
"1702","J Pathol Inform",1
"1703","J Patient Saf",2
"1704","J Pediatr (Rio J)",2
"1705","J Pediatr Genet",1
"1706","J Pediatr Nurs",2
"1707","J Pediatr Oncol Nurs",1
"1708","J Pediatr Pharmacol Ther",10
"1709","J Perinatol",2
"1710","J Pers Med",26
"1711","J Pers Nanomed",1
"1712","J Pharm Bioallied Sci",1
"1713","J Pharm Biomed Anal",25
"1714","J Pharm Pharm Sci",6
"1715","J Pharm Pract",9
"1716","J Pharm Sci",16
"1717","J Pharmacogenomics Pharmacoproteomics",9
"1718","J Pharmacokinet Biopharm",1
"1719","J Pharmacokinet Pharmacodyn",4
"1720","J Pharmacol Toxicol Methods",3
"1721","J Popul Ther Clin Pharmacol",6
"1722","J Postgrad Med",5
"1723","J Prev Alzheimers Dis",1
"1724","J Prev Med Public Health",1
"1725","J Prof Nurs",1
"1726","J Prosthodont",1
"1727","J Proteomics",1
"1728","J Psychiatr Ment Health Nurs",2
"1729","J Psychiatr Pract",5
"1730","J Psychiatr Res",16
"1731","J Psychiatry Neurosci",8
"1732","J Psychosoc Nurs Ment Health Serv",7
"1733","J Public Health Afr",1
"1734","J R Coll Physicians Edinb",1
"1735","J R Soc Interface",2
"1736","J R Soc Med",2
"1737","J Renin Angiotensin Aldosterone Syst",1
"1738","J Res Pharm Pract",2
"1739","J Sep Sci",3
"1740","J Sex Med",2
"1741","J Signal Transduct",1
"1742","J Sports Sci Med",1
"1743","J Stroke",1
"1744","J Stroke Cerebrovasc Dis",3
"1745","J Stud Alcohol Drugs Suppl",1
"1746","J Stud Alcohol Suppl",1
"1747","J Subst Abuse Treat",1
"1748","J Support Oncol",2
"1749","J Surg Oncol",4
"1750","J Tehran Heart Cent",1
"1751","J Thorac Dis",1
"1752","J Thorac Oncol",14
"1753","J Tissue Eng Regen Med",1
"1754","J Toxicol Environ Health B Crit Rev",2
"1755","J Toxicol Sci",1
"1756","J Tradit Complement Med",1
"1757","J Transcult Nurs",1
"1758","J Transl Med",10
"1759","J Trauma Nurs",1
"1760","J Vasc Interv Radiol",1
"1761","J Vasc Nurs",1
"1762","J Vis Exp",2
"1763","J Womens Health (Larchmt)",1
"1764","J Womens Health Gend Based Med",2
"1765","J Wound Ostomy Continence Nurs",1
"1766","J Zhejiang Univ Sci B",2
"1767","J. Acquir. Immune Defic. Syndr.",6
"1768","J. Agric. Food Chem.",2
"1769","J. Allergy Clin. Immunol.",41
"1770","J. Alzheimers Dis.",13
"1771","J. Am. Acad. Dermatol.",4
"1772","J. Am. Chem. Soc.",2
"1773","J. Am. Coll. Cardiol.",26
"1774","J. Am. Soc. Nephrol.",4
"1775","J. Am. Vet. Med. Assoc.",1
"1776","J. Antimicrob. Chemother.",33
"1777","J. Appl. Genet.",8
"1778","J. Appl. Physiol.",4
"1779","J. Assist. Reprod. Genet.",2
"1780","J. Atheroscler. Thromb.",2
"1781","J. Autoimmun.",3
"1782","J. Biochem. Biophys. Methods",4
"1783","J. Biochem. Mol. Biol.",2
"1784","J. Biochem. Mol. Toxicol.",1
"1785","J. Biol. Chem.",61
"1786","J. Biol. Regul. Homeost. Agents",3
"1787","J. Biol. Rhythms",1
"1788","J. Biomed. Biotechnol.",1
"1789","J. Biomed. Sci.",5
"1790","J. Biomol. Struct. Dyn.",3
"1791","J. Biosci.",2
"1792","J. Biosci. Bioeng.",1
"1793","J. Biotechnol.",1
"1794","J. Bone Miner. Metab.",1
"1795","J. Bone Miner. Res.",4
"1796","J. Cancer Res. Clin. Oncol.",6
"1797","J. Card. Fail.",3
"1798","J. Cardiothorac. Vasc. Anesth.",2
"1799","J. Cardiovasc. Electrophysiol.",1
"1800","J. Cardiovasc. Pharmacol.",9
"1801","J. Cardiovasc. Pharmacol. Ther.",4
"1802","J. Cell Biol.",1
"1803","J. Cell. Biochem.",6
"1804","J. Cell. Biochem. Suppl.",2
"1805","J. Cell. Mol. Med.",4
"1806","J. Cell. Physiol.",4
"1807","J. Cell. Sci.",4
"1808","J. Child Neurol.",3
"1809","J. Chromatogr.",1
"1810","J. Chromatogr. B Analyt. Technol. Biomed. Life Sci.",26
"1811","J. Chromatogr. B Biomed. Sci. Appl.",1
"1812","J. Clin. Endocrinol. Metab.",18
"1813","J. Clin. Gastroenterol.",4
"1814","J. Clin. Invest.",9
"1815","J. Clin. Lab. Anal.",7
"1816","J. Clin. Microbiol.",1
"1817","J. Clin. Oncol.",56
"1818","J. Clin. Pathol.",1
"1819","J. Clin. Periodontol.",2
"1820","J. Clin. Virol.",3
"1821","J. Comput. Biol.",2
"1822","J. Cyst. Fibros.",3
"1823","J. Dent. Res.",3
"1824","J. Dermatol.",2
"1825","J. Dermatol. Sci.",2
"1826","J. Diabetes Complicat.",2
"1827","J. Endocrinol.",2
"1828","J. Endocrinol. Invest.",4
"1829","J. Environ. Pathol. Toxicol. Oncol.",2
"1830","J. Exp. Anim. Sci.",3
"1831","J. Exp. Clin. Cancer Res.",4
"1832","J. Exp. Ther. Oncol.",3
"1833","J. Food Prot.",1
"1834","J. Food Sci.",1
"1835","J. Forensic Sci.",2
"1836","J. Formos. Med. Assoc.",4
"1837","J. Gastroenterol.",8
"1838","J. Gastroenterol. Hepatol.",11
"1839","J. Gastrointest. Surg.",2
"1840","J. Gen. Physiol.",1
"1841","J. Genet.",2
"1842","J. Gerontol. A Biol. Sci. Med. Sci.",3
"1843","J. Hepatol.",13
"1844","J. Hosp. Infect.",1
"1845","J. Hum. Genet.",49
"1846","J. Hypertens.",20
"1847","J. Immunol.",8
"1848","J. Immunol. Methods",1
"1849","J. Immunother.",1
"1850","J. Infect. Chemother.",1
"1851","J. Infect. Dis.",15
"1852","J. Inherit. Metab. Dis.",2
"1853","J. Inorg. Biochem.",2
"1854","J. Interferon Cytokine Res.",2
"1855","J. Intern. Med.",12
"1856","J. Invest. Dermatol.",14
"1857","J. Investig. Dermatol. Symp. Proc.",3
"1858","J. Investig. Med.",3
"1859","J. Korean Med. Sci.",3
"1860","J. Lab. Clin. Med.",2
"1861","J. Leukoc. Biol.",1
"1862","J. Lipid Res.",12
"1863","J. Matern. Fetal. Neonatal. Med.",2
"1864","J. Med. Chem.",4
"1865","J. Med. Genet.",11
"1866","J. Med. Virol.",2
"1867","J. Mol. Biol.",4
"1868","J. Mol. Cell. Cardiol.",12
"1869","J. Mol. Endocrinol.",4
"1870","J. Mol. Graph. Model.",1
"1871","J. Mol. Histol.",1
"1872","J. Mol. Med.",8
"1873","J. Mol. Neurosci.",4
"1874","J. Nat. Prod.",1
"1875","J. Natl. Cancer Inst.",22
"1876","J. Natl. Cancer Inst. Monographs",1
"1877","J. Nephrol.",4
"1878","J. Nerv. Ment. Dis.",2
"1879","J. Neural Transm. Suppl.",2
"1880","J. Neurochem.",6
"1881","J. Neuroendocrinol.",3
"1882","J. Neurogenet.",2
"1883","J. Neuroimmunol.",6
"1884","J. Neurol.",5
"1885","J. Neurol. Sci.",10
"1886","J. Neurooncol.",2
"1887","J. Neuropathol. Exp. Neurol.",1
"1888","J. Neurosci.",4
"1889","J. Neurosci. Methods",1
"1890","J. Neurosci. Res.",2
"1891","J. Neurosurg.",1
"1892","J. Nutr.",5
"1893","J. Nutr. Biochem.",3
"1894","J. Orthop. Res.",1
"1895","J. Pathol.",5
"1896","J. Pediatr.",2
"1897","J. Pediatr. Endocrinol. Metab.",1
"1898","J. Pediatr. Gastroenterol. Nutr.",1
"1899","J. Pediatr. Hematol. Oncol.",4
"1900","J. Perianesth. Nurs.",1
"1901","J. Periodontol.",1
"1902","J. Pharm. Pharmacol.",15
"1903","J. Pharmacol. Exp. Ther.",52
"1904","J. Pharmacol. Sci.",12
"1905","J. Physiol. (Lond.)",4
"1906","J. Physiol. Pharmacol.",5
"1907","J. Proteome Res.",10
"1908","J. Psychopharmacol. (Oxford)",31
"1909","J. Recept. Signal Transduct. Res.",1
"1910","J. Rheumatol.",17
"1911","J. Soc. Biol.",1
"1912","J. Steroid Biochem. Mol. Biol.",5
"1913","J. Struct. Funct. Genomics",1
"1914","J. Stud. Alcohol",1
"1915","J. Theor. Biol.",1
"1916","J. Thorac. Cardiovasc. Surg.",1
"1917","J. Thromb. Haemost.",45
"1918","J. Thromb. Thrombolysis",17
"1919","J. Toxicol. Clin. Toxicol.",1
"1920","J. Toxicol. Environ. Health Part A",2
"1921","J. Urol.",4
"1922","J. Vasc. Surg.",1
"1923","J. Vet. Intern. Med.",2
"1924","J. Vet. Pharmacol. Ther.",6
"1925","J. Vet. Sci.",1
"1926","J. Viral Hepat.",4
"1927","J. Virol.",1
"1928","J. Virol. Methods",2
"1929","JAAPA",3
"1930","JACC Basic Transl Sci",3
"1931","JACC Cardiovasc Interv",9
"1932","JACC Clin Electrophysiol",1
"1933","JACC Heart Fail",3
"1934","JAMA",48
"1935","JAMA Cardiol",1
"1936","JAMA Dermatol",4
"1937","JAMA Intern Med",2
"1938","JAMA Neurol",1
"1939","JAMA Oncol",3
"1940","JAMA Ophthalmol",1
"1941","JAMA Psychiatry",3
"1942","Johns Hopkins Med Lett Health After 50",1
"1943","Joint Bone Spine",5
"1944","JOP",13
"1945","Jpn. J. Cancer Res.",1
"1946","Jpn. J. Clin. Oncol.",1
"1947","Jpn. J. Infect. Dis.",2
"1948","JRSM Cardiovasc Dis",1
"1949","Jurimetrics",2
"1950","Kans Nurse",1
"1951","Kardiol Pol",5
"1952","Kardiologiia",12
"1953","Kathmandu Univ Med J (KUMJ)",2
"1954","Kennedy Inst Ethics J",2
"1955","Kidney Blood Press. Res.",2
"1956","Kidney Int Rep",1
"1957","Kidney Int Suppl (2011)",1
"1958","Kidney Int.",3
"1959","Kidney Int. Suppl.",1
"1960","Klin Khir",1
"1961","Klin Med (Mosk)",5
"1962","Klin Onkol",1
"1963","Klin Padiatr",1
"1964","Klin. Lab. Diagn.",2
"1965","Klin. Wochenschr.",1
"1966","Kobe J Med Sci",4
"1967","Kokuritsu Iyakuhin Shokuhin Eisei Kenkyusho Hokoku",2
"1968","Korean J Anesthesiol",1
"1969","Korean J Hepatol",1
"1970","Korean J Ophthalmol",1
"1971","Korean J. Intern. Med.",3
"1972","Korean J. Parasitol.",1
"1973","Korean J. Physiol. Pharmacol.",1
"1974","Lab Chip",2
"1975","Lab Med",1
"1976","Lab. Invest.",2
"1977","Lakartidningen",12
"1978","Lancet",42
"1979","Lancet Diabetes Endocrinol",1
"1980","Lancet Gastroenterol Hepatol",2
"1981","Lancet Infect Dis",2
"1982","Lancet Neurol",5
"1983","Lancet Oncol.",15
"1984","Lancet Psychiatry",2
"1985","Lancet Respir Med",6
"1986","Laryngoscope",1
"1987","LDI Issue Brief",1
"1988","Learn Health Syst",1
"1989","Leg Med (Tokyo)",1
"1990","Leuk. Lymphoma",15
"1991","Leuk. Res.",6
"1992","Leukemia",7
"1993","Life Sci.",9
"1994","Lijec Vjesn",2
"1995","Lik. Sprava",3
"1996","Lipids Health Dis",2
"1997","Liver Int.",8
"1998","Liver Res",1
"1999","Liver Transpl.",3
"2000","Lung",3
"2001","Lung Cancer",19
"2002","Lymphat Res Biol",2
"2003","MAbs",1
"2004","Magn Reson Med",1
"2005","Magy Onkol",6
"2006","Malar. J.",7
"2007","Malawi Med J",1
"2008","Malays J Med Sci",3
"2009","Manag Care",10
"2010","Manag Care Interface",3
"2011","Manag Care Q",1
"2012","Mar Drugs",2
"2013","Masui",10
"2014","Mater Sci Eng C Mater Biol Appl",1
"2015","Math Biosci",1
"2016","Mayo Clin Health Lett",1
"2017","Mayo Clin Womens Healthsource",1
"2018","Mayo Clin. Proc.",19
"2019","Mech. Ageing Dev.",4
"2020","Med Arch",1
"2021","Med Care",1
"2022","Med Care Res Rev",1
"2023","Med Chem",1
"2024","Med Clin (Barc)",16
"2025","Med Decis Making",2
"2026","Med Device Technol",1
"2027","Med Etika Bioet",1
"2028","Med Glas (Zenica)",1
"2029","Med Health Care Philos",2
"2030","Med Hist",1
"2031","Med Klin Intensivmed Notfmed",2
"2032","Med Lav",2
"2033","Med Law",3
"2034","Med Law Rev",1
"2035","Med Leg J",1
"2036","Med Lett Drugs Ther",3
"2037","Med Mal Infect",1
"2038","Med Monatsschr Pharm",5
"2039","Med Princ Pract",2
"2040","Med Res Rev",3
"2041","Med Sci (Paris)",7
"2042","Med Sci Sports Exerc",1
"2043","Med Secoli",1
"2044","Med Teach",1
"2045","Med Tr Prom Ekol",1
"2046","Med Wieku Rozwoj",2
"2047","Med. Clin. North Am.",7
"2048","Med. Hypotheses",9
"2049","Med. J. Aust.",10
"2050","Med. J. Malaysia",1
"2051","Med. Klin. (Munich)",1
"2052","Med. Oncol.",7
"2053","Med. Pregl.",1
"2054","Med. Sci. Monit.",10
"2055","MedGenMed",1
"2056","Mediators Inflamm.",16
"2057","Medicina (B Aires)",5
"2058","Medicina (Kaunas)",1
"2059","Medicine (Baltimore)",17
"2060","Medsurg Nurs",3
"2061","Melanoma Res.",1
"2062","Mens Sana Monogr",3
"2063","Ment Health Clin",2
"2064","Meta Gene",2
"2065","Metab Brain Dis",2
"2066","Metab Syndr Relat Disord",1
"2067","Metab. Clin. Exp.",14
"2068","Metabolites",1
"2069","Metabolomics",6
"2070","Meth. Enzymol.",6
"2071","Methodist Debakey Cardiovasc J",2
"2072","Methods",6
"2073","Methods Find Exp Clin Pharmacol",6
"2074","Methods Inf Med",3
"2075","Methods Mol. Biol.",114
"2076","Methods Mol. Med.",6
"2077","Mich Med",1
"2078","Microarrays (Basel)",3
"2079","Microb Cell",1
"2080","Microb. Pathog.",2
"2081","Microbes Infect.",2
"2082","Microbiol. Immunol.",2
"2083","Microbiol. Res.",1
"2084","Microrna",1
"2085","Microvasc. Res.",1
"2086","Middle East Afr J Ophthalmol",1
"2087","Mikrobiyol Bul",1
"2088","Minerva Anestesiol",1
"2089","Minerva Chir",1
"2090","Minerva Ginecol",2
"2091","Minerva Med.",1
"2092","Minerva Pediatr.",3
"2093","Minerva Urol Nefrol",1
"2094","Mini Rev Med Chem",4
"2095","Minn Med",4
"2096","Mitochondrion",2
"2097","MLO Med Lab Obs",17
"2098","MMW Fortschr Med",7
"2099","Mo Med",2
"2100","Mod Healthc",2
"2101","Mod Rheumatol",2
"2102","Mol Biol Int",1
"2103","Mol Biol Res Commun",1
"2104","Mol Biosyst",4
"2105","Mol Clin Oncol",3
"2106","Mol Cytogenet",2
"2107","Mol Diagn Ther",58
"2108","Mol Genet Genomic Med",7
"2109","Mol Genet Metab Rep",2
"2110","Mol Med Rep",12
"2111","Mol Med Today",2
"2112","Mol Metab",1
"2113","Mol Neurodegener",3
"2114","Mol Neuropsychiatry",6
"2115","Mol Nutr Food Res",2
"2116","Mol Oncol",4
"2117","Mol Pain",2
"2118","Mol Ther Nucleic Acids",2
"2119","Mol. Aspects Med.",2
"2120","Mol. Biochem. Parasitol.",1
"2121","Mol. Biol. (Mosk.)",5
"2122","Mol. Biol. Cell",8
"2123","Mol. Biol. Rep.",16
"2124","Mol. Biotechnol.",7
"2125","Mol. Cancer",3
"2126","Mol. Cancer Res.",5
"2127","Mol. Cancer Ther.",23
"2128","Mol. Carcinog.",2
"2129","Mol. Cell",2
"2130","Mol. Cell Proteomics",1
"2131","Mol. Cell. Biochem.",6
"2132","Mol. Cell. Biol.",13
"2133","Mol. Cell. Endocrinol.",5
"2134","Mol. Cell. Probes",3
"2135","Mol. Diagn.",12
"2136","Mol. Endocrinol.",13
"2137","Mol. Gen. Mikrobiol. Virusol.",1
"2138","Mol. Genet. Genomics",3
"2139","Mol. Genet. Metab.",7
"2140","Mol. Immunol.",3
"2141","Mol. Interv.",8
"2142","Mol. Med.",4
"2143","Mol. Membr. Biol.",1
"2144","Mol. Microbiol.",1
"2145","Mol. Neurobiol.",2
"2146","Mol. Pharm.",16
"2147","Mol. Pharmacol.",44
"2148","Mol. Psychiatry",40
"2149","Mol. Syst. Biol.",5
"2150","Mol. Ther.",14
"2151","Mol. Vis.",1
"2152","Molecules",13
"2153","Monash Bioeth Rev",1
"2154","Mov. Disord.",6
"2155","Mt. Sinai J. Med.",7
"2156","Mult Scler Relat Disord",1
"2157","Mult. Scler.",2
"2158","Mutagenesis",1
"2159","Mutat Res Genet Toxicol Environ Mutagen",1
"2160","Mutat Res Rev Mutat Res",1
"2161","Mutat. Res.",20
"2162","Mycoses",1
"2163","N Biotechnol",5
"2164","N C Med J",3
"2165","N Y Times Mag",1
"2166","N Y Times Web",2
"2167","N Z Bioeth J",2
"2168","N. Engl. J. Med.",44
"2169","N. Z. Med. J.",9
"2170","Nagoya J Med Sci",2
"2171","Nan Fang Yi Ke Da Xue Xue Bao",1
"2172","Nano Lett.",1
"2173","Nanomedicine",6
"2174","Nanoscale",1
"2175","Nat Clin Pract Cardiovasc Med",2
"2176","Nat Clin Pract Oncol",4
"2177","Nat Clin Pract Rheumatol",1
"2178","Nat Clin Pract Urol",1
"2179","Nat Commun",20
"2180","Nat Nanotechnol",1
"2181","Nat Protoc",2
"2182","Nat Rev Cardiol",13
"2183","Nat Rev Clin Oncol",10
"2184","Nat Rev Drug Discov",55
"2185","Nat Rev Endocrinol",3
"2186","Nat Rev Gastroenterol Hepatol",7
"2187","Nat Rev Nephrol",4
"2188","Nat Rev Neurol",4
"2189","Nat Rev Rheumatol",7
"2190","Nat. Biotechnol.",57
"2191","Nat. Cell Biol.",3
"2192","Nat. Chem. Biol.",4
"2193","Nat. Genet.",44
